Waterbody OGF ID,Zone Number,Waterbody Description,Waterbody Description French,Species,Species French,Season,Season French,Size Limit Only,Size Limit Only French,Limit,Limit French,Bait Restriction,Bait Restriction French,Gear Restriction,Gear Restriction French,Impounding Device Restriction,Impounding Device Restriction French,Time of Day Restriction,Time of Day Restriction French,Special Licence Tag,Special Licence Tag French,General Catch and Possession Restriction,General Catch and Possession Restriction French,Effective Date,Expiry Date
125208811,5,"Olsen Lake (49°39'06""N., 92°37'47""W.)","Lac Olsen (49° 39' 06""N., 92° 37' 47""O.)",Northern Pike,Grand brochet,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"S - 4; none between 70 - 90 cm (27.6 - 35.4 in.), not more than 1 greater than 90 cm (35.4 in.)","S - 4; aucun entre 70 - 90 cm (27,6 - 35,4 po), un seul pouvant mesurer plus de 90 cm (35,4 po)",,,,,,,,,,,,,01/01/2022,12/31/2022
125208799,5,"Lake of the Woods - Whitefish Bay - consisting of Regina, Snake, Boot, Ghost, Brule, Devils, Atikaminke, Camp, Cloverleaf, Log, Reedy, Clipper, Willow and Sammons Bays and Knickerbocker, Louis, Cross, Alfred Inlets.","Lac des Bois - baie Whitefish - comprenant les baies Regina, Snake, Boot, Ghost, Brûlé, Devils, Atikaminke, Camp, Cloverleaf, Log, Reedy, Clipper, Willow et Sammons, et les bras Knickerbocker, Louis, Cross et Alfred.",Lake Trout,Touladi,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"S - 2, not more than 1 greater than 65 cm (25.6 in.)","Limite de possession S - 2; un seul dépassant 65 cm (25,6 po)",Possession and/or use of fish or fish parts as bait is prohibited from Jan. 1 - Fri. before 3rd Sat. in May.,Il est interdit d’utiliser ou de posseder du poisson ou des morceaux de poisson comme appat entre le 1er janv. et le vendredi avant le 3e samedi de mai.,Only barbless hooks may be used from Jan. 1 - Fri. before 3rd Sat. in May,Seuls les hameçons sans barbes sont permis entre le 1er janv. et le vendredi avant le 3e samedi de mai.,,,,,,,,,01/01/2022,12/31/2022
125208799,5,"Lake of the Woods - Whitefish Bay - consisting of Regina, Snake, Boot, Ghost, Brule, Devils, Atikaminke, Camp, Cloverleaf, Log, Reedy, Clipper, Willow and Sammons Bays and Knickerbocker, Louis, Cross, Alfred Inlets.","Lac des Bois - baie Whitefish - comprenant les baies Regina, Snake, Boot, Ghost, Brûlé, Devils, Atikaminke, Camp, Cloverleaf, Log, Reedy, Clipper, Willow et Sammons, et les bras Knickerbocker, Louis, Cross et Alfred.",Lake Trout,Touladi,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"C - 1, any size","C - 1, toutes tailles",Possession and/or use of fish or fish parts as bait is prohibited from Jan. 1 - Fri. before 3rd Sat. in May.,Il est interdit d’utiliser ou de posseder du poisson ou des morceaux de poisson comme appat entre le 1er janv. et le vendredi avant le 3e samedi de mai.,Only barbless hooks may be used from Jan. 1 - Fri. before 3rd Sat. in May,Seuls les hameçons sans barbes sont permis entre le 1er janv. et le vendredi avant le 3e samedi de mai.,,,,,,,,,01/01/2022,12/31/2022
125208798,5,"Lake of the Woods - the waters of Echo Bay (49°42’N, 94°48’W), Cul de Sac Lake (49°38’N, 94°,50’W), Clearwater Bay (49°42’N, 94°45’W), Deception Bay (49°42’N, 94°48’W), Woodchuck Bay (49°41’N, 94°2’W) and Kendal Inlet (49°44N, 94°,52’W).","Lac des Bois – les eaux de la baie Echo (49° 42’ N et 94° 48’ O), du lac Cul de sac (49° 38’ N et 94°,50’ W), de la baie Clearwater (49° 42’ N, 94° 45’ O), de la baie Deception (49° 42’ N et 94° 48’ O), de la baie Woodchuck (49° 41’ N et 94° 2’ O) et du b",Lake Trout,Touladi,3rd Sat. in May - Sept. 30,3e samedi de mai et le 30 sept.,No size limits,Aucune limite de taille,"S - 0, except for tag holders","S - 0, sauf pour les détenteurs de vignette",Fish or fish parts may not be used as bait,Il est interdit d’utiliser du poisson ou des morceaux de poisson comme appât.,Only barbless hooks may be used and for lake trout only one barbless hook may be used,"Seuls les hameçons sans barbes sont permis, et pour le touladi, un seul hameçon sans barbes est permis.",,,,,A sport or conservation fishing licence is not valid for retaining trout taken by angling from these waters unless the holder has been issued a Lake Trout Tag. Contact Kenora MNRF office for details on lake trout tags.,"Un permis de pêche sportive ou de pêche écologique n’est pas valide pour garder le touladi pris dans ces eaux, sauf si le titulaire du permis a obtenu une vignette de pêche au touladi.",,,01/01/2022,12/31/2022
125208807,5,"Mile Lake (49°40'53""N., 92°46'43""W.)","Lac Mile (49° 40' 53""N., 92° 46' 43""O.)",Crappie,Marigane,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,C - 10,C - 10,,,,,,,,,,,,,01/01/2022,12/31/2022
125208867,6,"Lake Helen (49°04'20""N., 88°16'17""W.)","Lac Helen (49° 04' 20""N., 88° 16' 17""O.)",Brook Trout,Omble de fontaine,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,C - 0,C - 0,Dead smelt may be used as bait or possessed for use as bait.,Il est permis d’utiliser des éperlans morts pour appâter ou d’en posséder à cette fin.,,,,,,,,,,,01/01/2022,12/31/2022
125208874,6,"Little Savanne River (48°57'N., 90°15'W.)",Petite rivière Savanne (48° 57’ N. et 90° 15’ O.),Walleye,Doré jaune,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"S - 4; Must be greater than 33 cm (13.0 in.), not more than 1 greater than 46 cm (18.1 in.)","S - 4; Doit dépasser 33 cm (13 po), un seul dépassant 46 cm (18,1 po)",,,,,,,,,,,,,01/01/2022,12/31/2022
125208874,6,"Little Savanne River (48°57'N., 90°15'W.)",Petite rivière Savanne (48° 57’ N. et 90° 15’ O.),Walleye,Doré jaune,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"C - 2; Must be greater than 33 cm (13.0 in.), not more than 1 greater than 46 cm (18.1 in.)","C - 2; Doit dépasser 33 cm (13 po), un seul dépassant 46 cm (18,1 po)",,,,,,,,,,,,,01/01/2022,12/31/2022
125208870,6,"Lake Nipigon and all tributaries downstream from the first falls, rapids, dams or lakes identified on a Provincial Series Map or the entire stream if there are no falls, rapids, dams or lakes identified on a Provincial Series Map or if the tributary does ","Lac Nipigon et tous les tributaires en aval des premières chutes, rapides, barrages ou lacs répertoriés sur une carte de série provinciale ou le cours d’eau tout entier s’il n’y a pas de rapides, chutes, barrages ou lacs répertoriés sur une carte de série",Northern Pike,Grand brochet,Jan. 1 - Apr. 14 & 3rd Sat. in May - Dec. 31,"1er janv. et le 14 avril, et du 3e sam. de mai au 31 déc.",No size limits,Aucune limite de taille,"S - 4, none between 70 - 90 cm (27.6 in. - 35.4 in.) and not more than 1 greater than 90 cm (35.4 in.)","S - 4, aucun entre 70-90 cm (27,6-35,4 po) et pas plus d’un seul de plus de 90 cm (35,4 po)",Only artificial lures may be used when angling through the ice. Dead smelt may be used as bait or possessed for use as bait.,Seuls les appâts artificiels sont permis pour la pêche à travers la glace. Il est permis d’utiliser des éperlans morts pour appâter ou d’en posséder à cette fin.,Only one barbless hook may be used,Un seul hameçon sans barbes est permis.,"No person shall use stringers, impounding devices or live holding boxes","Il est interdit de d’utiliser un enfiloir, un dispositif de capture ou une boîte de retenue de poissons vivants.",,,,,"A person may hold fish, other than brook trout or lake trout, in a livewell; No possession of live brook trout or lake trout","Il est permis de conserver du poisson vivant, autre que de l’omble de fontaine ou du touladi, dans un vivier. Il est interdit d’avoir en sa possession des ombles de fontaine ou des touladis vivants.",01/01/2022,12/31/2022
125208870,6,"Lake Nipigon and all tributaries downstream from the first falls, rapids, dams or lakes identified on a Provincial Series Map or the entire stream if there are no falls, rapids, dams or lakes identified on a Provincial Series Map or if the tributary does ","Lac Nipigon et tous les tributaires en aval des premières chutes, rapides, barrages ou lacs répertoriés sur une carte de série provinciale ou le cours d’eau tout entier s’il n’y a pas de rapides, chutes, barrages ou lacs répertoriés sur une carte de série",Northern Pike,Grand brochet,Jan. 1 - Apr. 14 & 3rd Sat. in May - Dec. 31,"1er janv. et le 14 avril, et du 3e sam. de mai au 31 déc.",No size limits,Aucune limite de taille,"C - 2, none between 70 - 90 cm (27.6 - 35.4 in.) and not more than 1 greater than 90 cm (35.4 in.)","C - 2, aucun entre 70-90 cm (27,6-35,4 po) et pas plus d’un seul de plus de 90 cm (35,4 po)",Only artificial lures may be used when angling through the ice. Dead smelt may be used as bait or possessed for use as bait.,Seuls les appâts artificiels sont permis pour la pêche à travers la glace. Il est permis d’utiliser des éperlans morts pour appâter ou d’en posséder à cette fin.,Only one barbless hook may be used,Un seul hameçon sans barbes est permis.,"No person shall use stringers, impounding devices or live holding boxes","Il est interdit de d’utiliser un enfiloir, un dispositif de capture ou une boîte de retenue de poissons vivants.",,,,,"A person may hold fish, other than brook trout or lake trout, in a livewell; No possession of live brook trout or lake trout","Il est permis de conserver du poisson vivant, autre que de l’omble de fontaine ou du touladi, dans un vivier. Il est interdit d’avoir en sa possession des ombles de fontaine ou des touladis vivants.",01/01/2022,12/31/2022
125208870,6,"Lake Nipigon and all tributaries downstream from the first falls, rapids, dams or lakes identified on a Provincial Series Map or the entire stream if there are no falls, rapids, dams or lakes identified on a Provincial Series Map or if the tributary does ","Lac Nipigon et tous les tributaires en aval des premières chutes, rapides, barrages ou lacs répertoriés sur une carte de série provinciale ou le cours d’eau tout entier s’il n’y a pas de rapides, chutes, barrages ou lacs répertoriés sur une carte de série",Lake Trout,Touladi,Mar. 1 - Sept. 30,1er mars au 30 sept.,No size limits,Aucune limite de taille,S - 2; Not more than 1 greater than 70 cm (27.6 in.),S - 2; Un seul dépassant 70 cm (27.6 po),Only artificial lures may be used when angling through the ice. Dead smelt may be used as bait or possessed for use as bait.,Seuls les appâts artificiels sont permis pour la pêche à travers la glace. Il est permis d’utiliser des éperlans morts pour appâter ou d’en posséder à cette fin.,Only one barbless hook may be used,Un seul hameçon sans barbes est permis.,"No person shall use stringers, impounding devices or live holding boxes","Il est interdit de d’utiliser un enfiloir, un dispositif de capture ou une boîte de retenue de poissons vivants.",,,,,"A person may hold fish, other than brook trout or lake trout, in a livewell; No possession of live brook trout or lake trout","Il est permis de conserver du poisson vivant, autre que de l’omble de fontaine ou du touladi, dans un vivier. Il est interdit d’avoir en sa possession des ombles de fontaine ou des touladis vivants.",01/01/2022,12/31/2022
125208870,6,"Lake Nipigon and all tributaries downstream from the first falls, rapids, dams or lakes identified on a Provincial Series Map or the entire stream if there are no falls, rapids, dams or lakes identified on a Provincial Series Map or if the tributary does ","Lac Nipigon et tous les tributaires en aval des premières chutes, rapides, barrages ou lacs répertoriés sur une carte de série provinciale ou le cours d’eau tout entier s’il n’y a pas de rapides, chutes, barrages ou lacs répertoriés sur une carte de série",Lake Trout,Touladi,Mar. 1 - Sept. 30,1er mars au 30 sept.,No size limits,Aucune limite de taille,C - 1; Not more than 1 greater than 70 cm (27.6 in.),C - 1; Un seul dépassant 70 cm (27.6 po),Only artificial lures may be used when angling through the ice. Dead smelt may be used as bait or possessed for use as bait.,Seuls les appâts artificiels sont permis pour la pêche à travers la glace. Il est permis d’utiliser des éperlans morts pour appâter ou d’en posséder à cette fin.,Only one barbless hook may be used,Un seul hameçon sans barbes est permis.,"No person shall use stringers, impounding devices or live holding boxes","Il est interdit de d’utiliser un enfiloir, un dispositif de capture ou une boîte de retenue de poissons vivants.",,,,,"A person may hold fish, other than brook trout or lake trout, in a livewell; No possession of live brook trout or lake trout","Il est permis de conserver du poisson vivant, autre que de l’omble de fontaine ou du touladi, dans un vivier. Il est interdit d’avoir en sa possession des ombles de fontaine ou des touladis vivants.",01/01/2022,12/31/2022
125208870,6,"Lake Nipigon and all tributaries downstream from the first falls, rapids, dams or lakes identified on a Provincial Series Map or the entire stream if there are no falls, rapids, dams or lakes identified on a Provincial Series Map or if the tributary does ","Lac Nipigon et tous les tributaires en aval des premières chutes, rapides, barrages ou lacs répertoriés sur une carte de série provinciale ou le cours d’eau tout entier s’il n’y a pas de rapides, chutes, barrages ou lacs répertoriés sur une carte de série",Brook Trout,Omble de fontaine,4th Sat. in Apr. - Sept. 15,4e  samedi d’avril au 15 septembre,No size limits,Aucune limite de taille,"S - 1, must be greater than 56 cm (22 in.)","S - 1, doit dépasser 56 cm (22 po)",Only artificial lures may be used when angling through the ice. Dead smelt may be used as bait or possessed for use as bait.,Seuls les appâts artificiels sont permis pour la pêche à travers la glace. Il est permis d’utiliser des éperlans morts pour appâter ou d’en posséder à cette fin.,Only one barbless hook may be used,Un seul hameçon sans barbes est permis.,"No person shall use stringers, impounding devices or live holding boxes","Il est interdit de d’utiliser un enfiloir, un dispositif de capture ou une boîte de retenue de poissons vivants.",,,,,"A person may hold fish, other than brook trout or lake trout, in a livewell; No possession of live brook trout or lake trout","Il est permis de conserver du poisson vivant, autre que de l’omble de fontaine ou du touladi, dans un vivier. Il est interdit d’avoir en sa possession des ombles de fontaine ou des touladis vivants.",01/01/2022,12/31/2022
125208870,6,"Lake Nipigon and all tributaries downstream from the first falls, rapids, dams or lakes identified on a Provincial Series Map or the entire stream if there are no falls, rapids, dams or lakes identified on a Provincial Series Map or if the tributary does ","Lac Nipigon et tous les tributaires en aval des premières chutes, rapides, barrages ou lacs répertoriés sur une carte de série provinciale ou le cours d’eau tout entier s’il n’y a pas de rapides, chutes, barrages ou lacs répertoriés sur une carte de série",Brook Trout,Omble de fontaine,4th Sat. in Apr. - Sept. 15,4e  samedi d’avril au 15 septembre,No size limits,Aucune limite de taille,C - 0,C - 0,Only artificial lures may be used when angling through the ice. Dead smelt may be used as bait or possessed for use as bait.,Seuls les appâts artificiels sont permis pour la pêche à travers la glace. Il est permis d’utiliser des éperlans morts pour appâter ou d’en posséder à cette fin.,Only one barbless hook may be used,Un seul hameçon sans barbes est permis.,"No person shall use stringers, impounding devices or live holding boxes","Il est interdit de d’utiliser un enfiloir, un dispositif de capture ou une boîte de retenue de poissons vivants.",,,,,"A person may hold fish, other than brook trout or lake trout, in a livewell; No possession of live brook trout or lake trout","Il est permis de conserver du poisson vivant, autre que de l’omble de fontaine ou du touladi, dans un vivier. Il est interdit d’avoir en sa possession des ombles de fontaine ou des touladis vivants.",01/01/2022,12/31/2022
125208870,6,"Lake Nipigon and all tributaries downstream from the first falls, rapids, dams or lakes identified on a Provincial Series Map or the entire stream if there are no falls, rapids, dams or lakes identified on a Provincial Series Map or if the tributary does ","Lac Nipigon et tous les tributaires en aval des premières chutes, rapides, barrages ou lacs répertoriés sur une carte de série provinciale ou le cours d’eau tout entier s’il n’y a pas de rapides, chutes, barrages ou lacs répertoriés sur une carte de série",Walleye and Sauger or any combination,"Doré jaune et doré noir, ou toutes combinaisons",Jan. 1 - Apr. 14 & June 10 - Dec. 31,"1er janv. et le 14 avril, et du 10 juin au 31 déc.",No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Only artificial lures may be used when angling through the ice. Dead smelt may be used as bait or possessed for use as bait.,Seuls les appâts artificiels sont permis pour la pêche à travers la glace. Il est permis d’utiliser des éperlans morts pour appâter ou d’en posséder à cette fin.,Only one barbless hook may be used,Un seul hameçon sans barbes est permis.,"No person shall use stringers, impounding devices or live holding boxes","Il est interdit de d’utiliser un enfiloir, un dispositif de capture ou une boîte de retenue de poissons vivants.",,,,,"A person may hold fish, other than brook trout or lake trout, in a livewell; No possession of live brook trout or lake trout","Il est permis de conserver du poisson vivant, autre que de l’omble de fontaine ou du touladi, dans un vivier. Il est interdit d’avoir en sa possession des ombles de fontaine ou des touladis vivants.",01/01/2022,12/31/2022
125208828,5,Rainy River - from Rainy Lake downstream to the Fort Frances dam.,Rivière à la Pluie - depuis le lac à la Pluie en aval jusqu’au barrage de Fort Frances.,Largemouth and Smallmouth Bass or any combination,"Achigan à grande bouche et achigan à petite bouche, ou toutes combinaisons",Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,S - 2; must be less than 35 cm (13.8 in.) from Jan. 1 - June 30 & Dec. 1 - Dec. 31,"S - 2; doit mesurer moins de 35 cm (13,8 po) du 1er janv. au 30 juin et du 1er déc. au 31 déc.",,,,,,,,,,,,,01/01/2022,12/31/2022
125208868,6,"Lake Nipigon - Ombabika Bay (50°15’N., 88°15’W.) and Wabinosh Bay (50°02’N., 88°50’W.) and the tributaries of the bays up to the first barrier including the Little Jackfish River downstream from the centre line of the CN railway bridge and Wabinosh River ","Lac Nipigon - baie Ombabika (50° 15’ N. et 88° 15’ O.) et baie Wabinosh (50° 02’ N. et 88° 50’ O.) et les tributaires des baies jusqu’à la première barrière de poissons, y compris la rivière Little Jackfish, en aval à partir de la ligne médiane du pont du",Walleye and Sauger or any combination,"Doré jaune et doré noir, ou toutes combinaisons",Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"C - 2, not more than 1 greater than 46 cm (18.1 in.)","C - 2, un seul dépassant 46 cm (18,1 po)",,,,,,,,,,,,,01/01/2022,12/31/2022
125208878,6,Muskrat River - from Muskrat Lake downstream to Black Sturgeon Lake.,"Rivière Muskrat, depuis le lac Muskrat en aval jusqu’au lac Black Sturgeon.",,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,,,,,01/01/2022,12/31/2022
125208867,6,"Lake Helen (49°04'20""N., 88°16'17""W.)","Lac Helen (49° 04' 20""N., 88° 16' 17""O.)",Brook Trout,Omble de fontaine,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"S - 1, must be greater than 56 cm (22 in.)","S - 1, doit dépasser 56 cm (22 po)",Dead smelt may be used as bait or possessed for use as bait.,Il est permis d’utiliser des éperlans morts pour appâter ou d’en posséder à cette fin.,,,,,,,,,,,01/01/2022,12/31/2022
125208867,6,"Lake Helen (49°04'20""N., 88°16'17""W.)","Lac Helen (49° 04' 20""N., 88° 16' 17""O.)",Northern Pike,Grand brochet,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"C - 2, none between 70 - 90 cm (27.6 - 35.4 in.) and not more than 1 greater than 90 cm (35.4 in.)","C - 2, aucun entre 70-90 cm (27,6-35,4 po) et pas plus d’un seul de plus de 90 cm (35,4 po)",Dead smelt may be used as bait or possessed for use as bait.,Il est permis d’utiliser des éperlans morts pour appâter ou d’en posséder à cette fin.,,,,,,,,,,,01/01/2022,12/31/2022
125208867,6,"Lake Helen (49°04'20""N., 88°16'17""W.)","Lac Helen (49° 04' 20""N., 88° 16' 17""O.)",Northern Pike,Grand brochet,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"S - 4, none between 70 - 90 cm (27.6 - 35.4 in.) and not more than 1 greater than 90 cm (35.4 in.)","S - 4, aucun entre 70-90 cm (27,6-35,4 po) et pas plus d’un seul de plus de 90 cm (35,4 po)",Dead smelt may be used as bait or possessed for use as bait.,Il est permis d’utiliser des éperlans morts pour appâter ou d’en posséder à cette fin.,,,,,,,,,,,01/01/2022,12/31/2022
125208867,6,"Lake Helen (49°04'20""N., 88°16'17""W.)","Lac Helen (49° 04' 20""N., 88° 16' 17""O.)",Walleye and Sauger or any combination,"Doré jaune et doré noir, ou toutes combinaisons",Closed all year,Pêche fermée toute l’année,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Dead smelt may be used as bait or possessed for use as bait.,Il est permis d’utiliser des éperlans morts pour appâter ou d’en posséder à cette fin.,,,,,,,,,,,01/01/2022,12/31/2022
125208866,6,"Lac des Mille Lacs (48°52'36""N., 90°30'46""W.)","Lac Lac des Mille Lacs (48° 52' 36""N., 90° 30' 46""O.)",Walleye,Doré jaune,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"S - 4; Must be greater than 33 cm (13.0 in.), not more than 1 greater than 46 cm (18.1 in.)","S - 4; Doit dépasser 33 cm (13 po), dont un seul dépassant 46 cm (18,1 po)",,,,,,,,,,,,,01/01/2022,12/31/2022
125208866,6,"Lac des Mille Lacs (48°52'36""N., 90°30'46""W.)","Lac Lac des Mille Lacs (48° 52' 36""N., 90° 30' 46""O.)",Walleye,Doré jaune,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"C - 2; Must be greater than 33 cm (13.0 in.), not more than 1 greater than 46 cm (18.1 in.)","C - 2; Doit dépasser 33 cm (13 po), dont un seul dépassant 46 cm (18,1 po)",,,,,,,,,,,,,01/01/2022,12/31/2022
125208866,6,"Lac des Mille Lacs (48°52'36""N., 90°30'46""W.)","Lac Lac des Mille Lacs (48° 52' 36""N., 90° 30' 46""O.)",Northern Pike,Grand brochet,Jan. 1 - Apr. 14 & 2nd Sat. in May - Dec. 31,"1er janv. et le 14 avril, et du 2e sam. de mai au 31 déc.",No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,,,,,01/01/2022,12/31/2022
125208864,6,"Jessie Lake (49°11'20""N., 88°19'53""W.) - Purdom Township","Lac Jessie (49° 11' 20""N., 88° 19' 53""O.) - canton de Purdom",Brook Trout,Omble de fontaine,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,C - 0,C - 0,Dead smelt may be used as bait or possessed for use as bait.,Il est permis d’utiliser des éperlans morts pour appâter ou d’en posséder à cette fin.,,,,,,,,,,,01/01/2022,12/31/2022
125208864,6,"Jessie Lake (49°11'20""N., 88°19'53""W.) - Purdom Township","Lac Jessie (49° 11' 20""N., 88° 19' 53""O.) - canton de Purdom",Brook Trout,Omble de fontaine,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"S - 1, must be greater than 56 cm (22 in.)","S - 1, doit dépasser 56 cm (22 po)",Dead smelt may be used as bait or possessed for use as bait.,Il est permis d’utiliser des éperlans morts pour appâter ou d’en posséder à cette fin.,,,,,,,,,,,01/01/2022,12/31/2022
125208868,6,"Lake Nipigon - Ombabika Bay (50°15’N., 88°15’W.) and Wabinosh Bay (50°02’N., 88°50’W.) and the tributaries of the bays up to the first barrier including the Little Jackfish River downstream from the centre line of the CN railway bridge and Wabinosh River ","Lac Nipigon - baie Ombabika (50° 15’ N. et 88° 15’ O.) et baie Wabinosh (50° 02’ N. et 88° 50’ O.) et les tributaires des baies jusqu’à la première barrière de poissons, y compris la rivière Little Jackfish, en aval à partir de la ligne médiane du pont du",Walleye and Sauger or any combination,"Doré jaune et doré noir, ou toutes combinaisons",Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"S - 2, not more than 1 greater than 46 cm (18.1 in.)","S - 2, un seul dépassant 46 cm (18,1 po)",,,,,,,,,,,,,01/01/2022,12/31/2022
125208889,6,"Savanne River (48°56'N., 90°17'W.)",Rivière Savanne (48° 56’ N. et 90° 17’ O.),Walleye,Doré jaune,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"S - 4; Must be greater than 33 cm (13.0 in.), not more than 1 greater than 46 cm (18.1 in.)","S - 4; Doit dépasser 33 cm (13 po), un seul dépassant 46 cm (18,1 po)",,,,,,,,,,,,,01/01/2022,12/31/2022
125208903,7,All tributaries to Lake Superior in Zone 7 east of and including the Pic River to the boundary with Zone 10.,"Tous les tributaires du lac Supérieur dans la zone 7, à l’est de la rivière Pic et y compris celle-ci, jusqu’à la limite de la zone 10.",Rainbow Trout,Truite arc-enciel,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,C - 1,C - 1,,,,,,,,,,,,,01/01/2022,12/31/2022
125208903,7,All tributaries to Lake Superior in Zone 7 east of and including the Pic River to the boundary with Zone 10.,"Tous les tributaires du lac Supérieur dans la zone 7, à l’est de la rivière Pic et y compris celle-ci, jusqu’à la limite de la zone 10.",Rainbow Trout,Truite arc-enciel,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,S - 2,S - 2,,,,,,,,,,,,,01/01/2022,12/31/2022
125208902,7,"All tributaries to Lake Superior in Zone 7 described as follows: 1. Jackfish River downstream from the falls (49°03’N., 88°06’W.); 2. Jackpine River downstream from Wilson’s Falls (49°07’N., 87°53’W.); 3. Cypress River downstream from falls (48°57’N., 87°","Tous les tributaires du lac Supérieur de la zone 7, tels que décrits ci-dessous : 1.Rivière Jackfish, en aval depuis les chutes (49° 03’ N. et 88° 06’ O.); 2.Rivière Jackpine, en aval depuis les chutes Wilsons (49° 07’ N. et 87° 53’ O.); 3.Rivière Cypress",Brook Trout,Omble de fontaine,4th Sat. in Apr. - Labour Day,4e samedi d’avril jusqu’à la fête du Travail,No size limits,Aucune limite de taille,"S - 1, must be greater than 56 cm (22 in.)","S - 1, doit dépasser 56 cm (22 po)",,,,,,,,,,,,,01/01/2022,12/31/2022
125208902,7,"All tributaries to Lake Superior in Zone 7 described as follows: 1. Jackfish River downstream from the falls (49°03’N., 88°06’W.); 2. Jackpine River downstream from Wilson’s Falls (49°07’N., 87°53’W.); 3. Cypress River downstream from falls (48°57’N., 87°","Tous les tributaires du lac Supérieur de la zone 7, tels que décrits ci-dessous : 1.Rivière Jackfish, en aval depuis les chutes (49° 03’ N. et 88° 06’ O.); 2.Rivière Jackpine, en aval depuis les chutes Wilsons (49° 07’ N. et 87° 53’ O.); 3.Rivière Cypress",Brook Trout,Omble de fontaine,4th Sat. in Apr. - Labour Day,4e samedi d’avril jusqu’à la fête du Travail,No size limits,Aucune limite de taille,"C - 0, must be greater than 56 cm (22 in.)","C - 0, doit dépasser 56 cm (22 po)",,,,,,,,,,,,,01/01/2022,12/31/2022
125208901,7,All waters located within the portion of Zone 7 north of Hwy. 11 and east of Hwy. 584.,Toutes les eaux situées dans la partie de la zone 7 qui se trouve au nord de la route principale 11 et à l’est de la route principale 584.,Lake Sturgeon,Esturgeon de lac (esturgeon jaune),Jan. 1 - Apr. 30 & July 1 - Dec. 31,1er janvier au 30 avril et 1er juillet au 31 décembre.,No size limits,Aucune limite de taille,C - 0,C - 0,,,,,,,,,,,,,01/01/2022,12/31/2022
125208901,7,All waters located within the portion of Zone 7 north of Hwy. 11 and east of Hwy. 584.,Toutes les eaux situées dans la partie de la zone 7 qui se trouve au nord de la route principale 11 et à l’est de la route principale 584.,Lake Sturgeon,Esturgeon de lac (esturgeon jaune),Jan. 1 - Apr. 30 & July 1 - Dec. 31,1er janvier au 30 avril et 1er juillet au 31 décembre.,No size limits,Aucune limite de taille,S - 0,S - 0,,,,,,,,,,,,,01/01/2022,12/31/2022
125208899,6,"Whitefish Lake (48°13’N., 90°00’W.)",Lac Whitefish (48° 13’ N. et 90° 00’ O.),Yellow Perch,Perchaude,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,S - 100,S - 100,,,,,,,,,,,,,01/01/2022,12/31/2022
125208899,6,"Whitefish Lake (48°13’N., 90°00’W.)",Lac Whitefish (48° 13’ N. et 90° 00’ O.),Yellow Perch,Perchaude,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,C - 25,C - 25,,,,,,,,,,,,,01/01/2022,12/31/2022
